# This E. coli expression dataset was provided courtesy of
# Prof. Tyrell Conway from the University of Oklahoma, and
# is described in Tao et al, 1999, J. Bact., 181:645.
#
# Users will typically want to display the ratio of the 12 and 13th 
# columns, i.e. since the first column is numbered column zero, display the
# ratios of columns number 11 and 12.
#
# Columns of this dataset are:
# GlcVol1a	GlcVolb	ratioa/b	loga/b	GlcLBa Vol	GlcLBb Vol	ratioa/b	loga/b	MinGlc Avg Vol	GlcLB Avg Vol	Min Glc Pct	Glc LB Pct	Array Pos	F2	Field	Spot	Glc Min/LB Ratio	Log Ratio	GeneM53	b#	M53product	Functional Group	M53 function	
#
#
b0991	294	156	1.00	0.000	499	705	-1.41	-0.149	225	602	0.001328	0.003623	P22	3	2	2968	-1.21	-0.082	sfa	b0991	suppresses fabA and ts growth mutation	"Hypothetical, unclassified, unknown"	phenotype; Not classified	
b0992	515	449	1.03	0.012	813	917	-1.13	-0.052	482	865	0.002842	0.005206	B24	3	2	2969	-1.74	-0.239	yccM	b0992	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0993	928	989	-1.07	-0.028	249	161	1.00	0.000	958	205	0.005654	0.001234	H16	2	1	1308	1.88	0.275	torS	b0993	sensor protein torS  (regulator TorR)	Energy metabolism	"enzyme; Energy metabolism, carbon: Anaerobic respiration"	
b0994	358	705	-1.41	-0.149	277	198	1.00	0.000	532	237	0.003137	0.001430	J16	2	1	1309	1.05	0.019	torT	b0994	"part of regulation of tor operon, periplasmic"	Regulatory function	"regulator; Energy metabolism, carbon: Anaerobic respiration"	
b0995	205	291	-1.00	0.000	35	244	-1.00	0.000	248	140	0.001464	0.000842	L16	2	1	1310	1.00	0.000	torR	b0995	response transcriptional regulator for torA (sensor TorS)	Regulatory function	"regulator; Energy metabolism, carbon: Anaerobic respiration"	
b0996	220	372	-1.00	0.000	76	185	-1.00	0.000	296	131	0.001746	0.000787	N16	2	1	1311	1.00	0.000	torC	b0996	"trimethylamine N-oxide reductase, cytochrome c-type subunit"	Energy metabolism	"enzyme; Energy metabolism, carbon: Anaerobic respiration"	
b0997	372	517	-1.03	-0.015	235	480	-1.00	0.000	445	358	0.002624	0.002154	P16	2	1	1312	1.00	0.000	torA	b0997	trimethylamine N-oxide reductase subunit	Energy metabolism	"enzyme; Energy metabolism, carbon: Anaerobic respiration"	
b0998	758	1007	-1.33	-0.123	507	611	-1.20	-0.081	883	559	0.005208	0.003368	B18	2	1	1313	1.55	0.189	torD	b0998	part of trimethylamine-N-oxide oxidoreductase	Energy metabolism	"enzyme; Energy metabolism, carbon: Anaerobic respiration"	
b0999	1255	1237	1.01	0.006	432	309	1.00	0.000	1246	371	0.007352	0.002231	D24	3	2	2970	2.45	0.389	yccD	b0999	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1000	1689	1838	-1.09	-0.037	393	432	-1.00	0.000	1764	413	0.010407	0.002485	J15	4	1	1117	3.47	0.540	cbpA	b1000	curved DNA-binding protein; functions closely related to DnaJ	Cell processes	factor; Chaperones	
b1001	257	131	1.00	0.000	54	41	1.00	0.000	194	48	0.001145	0.000287	F24	3	2	2971	1.00	0.000	yccE	b1001	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1002	1117	848	1.32	0.120	970	631	1.54	0.187	982	801	0.005797	0.004820	M8	3	2	2143	1.20	0.080	agp	b1002	periplasmic glucose-1-phosphatase	Central intermediary metabolism	"enzyme; Central intermediary metabolism: Pool, multipurpose conversions"	
b1003	5404	5190	1.04	0.018	638	516	1.24	0.092	5297	577	0.031256	0.003474	H24	3	2	2972	9.00	0.954	yccJ	b1003	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1004	6206	6326	-1.02	-0.008	2417	2250	1.07	0.031	6266	2334	0.036973	0.014049	M13	4	2	1879	2.63	0.420	wrbA	b1004	trp repressor binding protein; affects association of trp repressor and operator	Regulatory function	regulator; Amino acid biosynthesis: Tryptophan	
b1005	11475	9636	1.19	0.076	6603	6751	-1.02	-0.010	10555	6677	0.062283	0.040198	J24	3	2	2973	1.55	0.190	ycdF	b1005	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1006	526	374	1.05	0.022	363	352	1.00	0.000	450	358	0.002655	0.002153	N5	2	2	2423	1.00	0.000	ycdG	b1006	putative transport protein	Putative transport proteins	putative transport; Not classified	
b1007	610	353	1.22	0.086	175	326	-1.00	0.000	481	250	0.002840	0.001507	L24	3	2	2974	1.00	0.000	b1007	b1007	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1008	181	69	1.00	0.000	273	186	1.00	0.000	125	230	0.000735	0.001383	N24	3	2	2975	-1.00	0.000	b1008	b1008	putative enzyme	Putative enzymes	putative enzyme; Not classified	
b1009	3157	2287	1.38	0.140	2084	2244	-1.08	-0.032	2722	2164	0.016062	0.013029	O8	3	2	2144	1.23	0.091	b1009	b1009	putative acetyltransferase	Putative enzymes	putative enzyme; Not classified	
b1010	2030	2172	-1.07	-0.029	3702	3641	1.02	0.007	2101	3671	0.012398	0.022103	N8	2	3	2976	-1.78	-0.251	b1010	b1010	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1011	1601	1445	1.11	0.044	1258	996	1.26	0.102	1523	1127	0.008987	0.006784	P5	2	2	2424	1.32	0.122	b1011	b1011	putative synthetase	Putative enzymes	putative enzyme; Not classified	
b1012	14157	17818	-1.26	-0.100	10012	9837	1.02	0.008	15987	9925	0.094335	0.059752	B2	4	2	2977	1.58	0.198	b1012	b1012	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1013	2490	3696	-1.48	-0.171	1726	1954	-1.13	-0.054	3093	1840	0.018250	0.011075	D2	4	2	2978	1.65	0.217	ycdC	b1013	putative tet operon regulator	Putative regulatory proteins	putative regulator; Not classified	
b1014	100	16	1.00	0.000	82	75	1.00	0.000	58	79	0.000342	0.000473	O13	4	2	1880	-1.00	0.000	putA	b1014	"proline dehydrogenase, P5C dehydrogenase"	Carbon compound catabolism	enzyme; Degradation of small molecules: Amino acids	
b1015	6351	5905	1.08	0.032	3822	4529	-1.18	-0.074	6128	4176	0.036160	0.025140	I8	4	1	701	1.44	0.158	putP	b1015	major sodium/proline symporter	Transport and binding proteins	transport; Transport of small molecules: Cations	
b1016	525	550	-1.05	-0.020	504	474	1.01	0.003	537	489	0.003171	0.002943	F2	4	2	2979	1.06	0.024	b1016	b1016	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1017	2096	2801	-1.34	-0.126	1515	1524	-1.01	-0.003	2448	1519	0.014448	0.009146	D18	2	1	1314	1.58	0.199	b1017	b1017	putative cytochrome	Putative enzymes	putative carrier; Not classified	
b1018	5800	5701	1.02	0.007	3545	4514	-1.27	-0.105	5751	4030	0.033932	0.024260	H2	4	2	2980	1.40	0.146	ycdO	b1018	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1019	2253	1815	1.24	0.094	1734	2215	-1.28	-0.106	2034	1974	0.012002	0.011885	J2	4	2	2981	1.01	0.004	ycdB	b1019	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1020	1090	1312	-1.20	-0.080	1092	351	2.18	0.339	1201	722	0.007086	0.004345	A10	3	2	2145	1.63	0.212	phoH	b1020	"PhoB-dependent, ATP-binding pho regulon component; may be helicase; induced by P starvation"	Regulatory function	regulator; Central intermediary metabolism: Phosphorus compounds	
b1021	3248	4772	-1.47	-0.167	2109	2249	-1.07	-0.028	4010	2179	0.023662	0.013118	L2	4	2	2982	1.80	0.256	ycdP	b1021	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1022	2048	2155	-1.05	-0.022	1115	1395	-1.25	-0.097	2101	1255	0.012399	0.007555	N2	4	2	2983	1.64	0.215	ycdQ	b1022	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1023	1461	1526	-1.04	-0.019	1495	1301	1.15	0.060	1493	1398	0.008810	0.008419	P2	4	2	2984	1.05	0.020	ycdR	b1023	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1024	2725	2472	1.10	0.042	1429	1536	-1.07	-0.031	2598	1483	0.015332	0.008928	B4	4	2	2985	1.72	0.235	ycdS	b1024	putative outer membrane protein	putative membrane protein	putative membrane; Not classified	
b1025	1059	1258	-1.19	-0.075	443	643	-1.29	-0.109	1158	543	0.006835	0.003269	D4	4	2	2986	2.09	0.320	ycdT	b1025	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1026	2240	1875	1.19	0.077	1156	995	1.16	0.065	2057	1076	0.012139	0.006477	C13	4	1	338	1.87	0.273	tra5_3	b1026	IS3 putative transposase	"Phage, transposon, or plasmid"	"IS, phage, Tn; Transposon-related functions"	
b1027	1644	1696	-1.03	-0.013	420	604	-1.21	-0.082	1670	512	0.009855	0.003082	F4	4	2	2987	3.20	0.505	b1027	b1027	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1028	3663	3030	1.21	0.082	2085	1916	1.09	0.037	3347	2001	0.019749	0.012044	H4	4	2	2988	1.64	0.215	b1028	b1028	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1029	2894	3202	-1.11	-0.044	3006	3058	-1.02	-0.007	3048	3032	0.017984	0.018254	J4	4	2	2989	-1.01	-0.006	ycdU	b1029	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1030	512	560	-1.09	-0.039	527	456	1.05	0.022	536	491	0.003160	0.002959	L4	4	2	2990	1.05	0.023	b1030	b1030	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1031	1786	681	2.62	0.419	3546	2308	1.54	0.187	1234	2927	0.007279	0.017620	A19	2	2	1705	-2.42	-0.384	ycdV	b1031	putative ribosomal protein	Putative cell structure	putative structure; Not classified	
b1033	1060	1172	-1.11	-0.044	1142	1124	1.02	0.007	1116	1133	0.006585	0.006820	B7	2	2	2425	-1.04	-0.015	ycdW	b1033	putative dehydrogenase	Putative enzymes	putative enzyme; Not classified	
b1034	1003	971	1.03	0.014	1348	1230	1.10	0.040	987	1289	0.005824	0.007761	N4	4	2	2991	-1.33	-0.125	ycdX	b1034	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1035	1475	1041	1.42	0.151	1468	1529	-1.04	-0.018	1258	1498	0.007423	0.009020	P4	4	2	2992	-1.22	-0.085	ycdY	b1035	putative oxidoreductase component	Putative enzymes	putative enzyme; Not classified	
b1036	2481	2761	-1.11	-0.046	771	883	-1.15	-0.059	2621	827	0.015465	0.004981	B6	4	2	2993	3.10	0.492	ycdZ	b1036	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1037	1697	1528	1.11	0.046	695	690	1.01	0.003	1613	693	0.009516	0.004171	C18	1	1	450	2.28	0.358	csgG	b1037	"curli production assembly/transport component, 2nd curli operon"	Cell structure	structural component; Surface structures	
b1038	454	231	1.00	0.000	161	94	1.00	0.000	343	127	0.002021	0.000766	E18	1	1	451	1.00	0.000	csgF	b1038	"curli production assembly/transport component, 2nd curli operon"	Cell structure	structural component; Surface structures	
b1039	1374	921	1.49	0.174	843	991	-1.18	-0.070	1148	917	0.006773	0.005521	G18	1	1	452	1.23	0.089	csgE	b1039	"curli production assembly/transport component, 2nd curli operon"	Cell structure	structural component; Surface structures	
b1040	1495	1668	-1.12	-0.048	554	593	-1.07	-0.029	1581	574	0.009332	0.003455	I18	1	1	453	2.70	0.431	csgD	b1040	putative 2-component transcriptional regulator for 2nd curli operon	Putative regulatory proteins	putative regulator; Not classified	
b1041	153	119	1.00	0.000	120	191	-1.00	0.000	136	155	0.000800	0.000935	K18	1	1	454	-1.00	0.000	csgB	b1041	"minor curlin subunit precursor, similar ro CsgA"	Cell structure	structural component; Surface structures	
b1042	878	677	1.30	0.113	806	484	1.61	0.207	778	645	0.004588	0.003885	M18	1	1	455	1.18	0.072	csgA	b1042	"curlin major subunit, coiled surface structures; cryptic"	Regulatory function	regulator; Surface structures	
b1043	2131	2140	-1.00	-0.002	1894	2079	-1.10	-0.040	2136	1986	0.012601	0.011959	D6	4	2	2994	1.05	0.023	csgC	b1043	putative curli production protein	Putative cell structure	putative structure; Not classified	
b1044	1171	1405	-1.20	-0.079	772	708	1.09	0.037	1288	740	0.007601	0.004458	F6	4	2	2995	1.71	0.232	b1044	b1044	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1045	1808	3273	-1.81	-0.258	1792	1716	1.04	0.019	2541	1754	0.014991	0.010559	H6	4	2	2996	1.42	0.152	b1045	b1045	putative polyprotein	"Hypothetical, unclassified, unknown"	orf; Unknown function	
b1046	3544	4016	-1.13	-0.054	3060	3414	-1.12	-0.048	3780	3237	0.022303	0.019489	J6	4	2	2997	1.14	0.059	ymdC	b1046	putative synthase	Putative enzymes	putative enzyme; Not classified	
b1047	5447	6239	-1.15	-0.059	5776	6106	-1.06	-0.024	5843	5941	0.034479	0.035766	L6	4	2	2998	-1.04	-0.016	ymdD	b1047	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1048	1170	1158	1.01	0.004	911	1129	-1.24	-0.093	1164	1020	0.006867	0.006142	L15	4	1	1118	1.12	0.048	mdoG	b1048	periplasmic glucans biosynthesis protein	Cell processes	enzyme; Osmotic adaptation	
b1049	516	415	1.03	0.014	468	483	-1.00	0.000	465	475	0.002746	0.002862	N15	4	1	1119	-1.00	0.000	mdoH	b1049	membrane glycosyltransferase; synthesis of membrane-derived oligosaccharide (MDO)	Cell processes	enzyme; Osmotic adaptation	
b1050	1256	1588	-1.26	-0.102	319	358	-1.00	0.000	1422	338	0.008392	0.002037	N6	4	2	2999	2.80	0.447	yceK	b1050	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1051	21466	20197	1.06	0.026	2854	3088	-1.08	-0.034	20831	2971	0.122920	0.017888	K8	4	1	702	6.87	0.837	msyB	b1051	acidic protein suppresses mutants lacking function of protein export	Cell processes	"phenotype; Protein, peptide secretion"	
b1052	367	431	-1.00	0.000	1465	1446	1.01	0.006	399	1456	0.002354	0.008764	P6	4	2	3000	-2.92	-0.466	b1052	b1052	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1053	400	692	-1.38	-0.141	485	501	-1.00	-0.001	546	493	0.003219	0.002969	B8	4	2	3001	1.07	0.031	yceE	b1053	putative transport protein	Putative transport proteins	putative transport; Not classified	
b1054	999	912	1.10	0.039	352	594	-1.19	-0.075	956	473	0.005639	0.002847	P15	4	1	1120	1.88	0.274	htrB	b1054	heat shock protein	Cell processes	"factor; Adaptations, atypical conditions"	
b1055	1497	1500	-1.00	-0.001	1108	1300	-1.17	-0.069	1499	1204	0.008843	0.007247	D8	4	2	3002	1.22	0.086	yceA	b1055	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1056	7055	6200	1.14	0.056	4659	4527	1.03	0.012	6628	4593	0.039108	0.027651	F8	4	2	3003	1.41	0.151	yceI	b1056	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1057	2921	3383	-1.16	-0.064	1645	2376	-1.44	-0.160	3152	2011	0.018599	0.012106	H8	4	2	3004	1.54	0.187	b1057	b1057	putative cytochrome	Putative enzymes	putative enzyme; Not classified	
b1058	1288	1542	-1.20	-0.078	943	1066	-1.13	-0.054	1415	1005	0.008351	0.006048	J8	4	2	3005	1.38	0.140	yceO	b1058	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1059	715	1451	-2.03	-0.308	1153	1176	-1.02	-0.008	1083	1165	0.006390	0.007011	D7	2	2	2426	-1.10	-0.040	solA	b1059	sarcosine oxidase-like protein	Putative enzymes	putative enzyme; Not classified	
b1060	2673	2727	-1.02	-0.009	2285	2345	-1.03	-0.011	2700	2315	0.015932	0.013938	L8	4	2	3006	1.14	0.058	yceP	b1060	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1061	2725	3626	-1.33	-0.124	2652	2891	-1.09	-0.038	3175	2772	0.018736	0.016687	J11	4	2	2637	1.12	0.050	dinI	b1061	damage-inducible protein I	Cell processes	phenotype; Not classified	
b1062	3374	3275	1.03	0.013	2781	2434	1.14	0.058	3325	2607	0.019618	0.015698	M20	1	2	1999	1.25	0.097	pyrC	b1062	dihydro-orotase	Nucleotide biosynthesis and metabolism	enzyme; Pyrimidine ribonucleotide biosynthesis	
b1063	1137	1659	-1.46	-0.164	588	1164	-1.98	-0.297	1398	876	0.008248	0.005273	N8	4	2	3007	1.56	0.194	yceB	b1063	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1064	1752	1939	-1.11	-0.044	600	529	1.13	0.054	1845	565	0.010888	0.003399	H3	1	2	2316	3.20	0.506	grxB	b1064	glutaredoxin 2	"Biosynthesis of cofactors, prosthetic groups and carriers"	"carrier; Biosynthesis of cofactors, carriers: Thioredoxin, glutaredoxin, glutathione"	
b1065	225	442	-1.00	0.000	645	631	1.02	0.010	333	638	0.001967	0.003842	P8	4	2	3008	-1.28	-0.107	yceL	b1065	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1066	22302	18405	1.21	0.083	17657	20024	-1.13	-0.055	20353	18841	0.120099	0.113431	C19	2	2	1706	1.06	0.025	rimJ	b1066	acetylation of N-terminal alanine of 30S ribosomal subunit protein S5	"Translation, post-translational modification"	enzyme; Ribosomes - maturation and modification	
b1067	8979	8403	1.07	0.029	8201	8180	1.00	0.001	8691	8190	0.051282	0.049311	B10	4	2	3009	1.04	0.017	yceH	b1067	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1068	1835	2198	-1.20	-0.078	1407	1488	-1.06	-0.024	2016	1447	0.011898	0.008714	B17	4	1	1121	1.37	0.135	mviM	b1068	putative virulence factor	Putative factors	putative factor; Not classified	
b1069	1644	1710	-1.04	-0.017	1334	1761	-1.32	-0.121	1677	1547	0.009894	0.009315	D17	4	1	1122	1.06	0.026	mviN	b1069	putative virulence factor	Putative factors	putative factor; Not classified	
b1070	3847	3972	-1.03	-0.014	2814	3257	-1.16	-0.063	3910	3035	0.023069	0.018274	F17	4	1	1123	1.26	0.101	flgN	b1070	protein of flagellar biosynthesis	Cell processes	phenotype; Surface structures	
b1071	3585	3854	-1.08	-0.031	3123	3702	-1.19	-0.074	3720	3412	0.021950	0.020544	H17	4	1	1124	1.07	0.029	flgM	b1071	anti-FliA (anti-sigma) factor; also known as RflB protein	Regulatory function	factor; Surface structures	
b1072	1705	2180	-1.28	-0.107	1257	1313	-1.04	-0.019	1942	1285	0.011462	0.007737	J17	4	1	1125	1.48	0.171	flgA	b1072	flagellar biosynthesis; assembly of basal-body periplasmic P ring	Cell processes	putative structure; Surface structures	
b1073	554	602	-1.09	-0.036	866	666	1.30	0.114	578	766	0.003410	0.004613	L17	4	1	1126	-1.35	-0.131	flgB	b1073	"flagellar biosynthesis, cell-proximal portion of basal-body rod"	Cell processes	structural component; Surface structures	
b1074	132	255	-1.00	0.000	118	121	-1.00	0.000	193	119	0.001141	0.000717	N17	4	1	1127	1.00	0.000	flgC	b1074	"flagellar biosynthesis, cell-proximal portion of basal-body rod"	Cell processes	structural component; Surface structures	
b1075	450	359	1.00	0.000	93	279	-1.00	0.000	404	186	0.002385	0.001117	P17	4	1	1128	1.00	0.000	flgD	b1075	"flagellar biosynthesis, initiation of hook assembly"	Cell processes	putative structure; Surface structures	
b1076	7055	6954	1.01	0.006	3708	4277	-1.15	-0.062	7004	3993	0.041331	0.024039	B19	4	1	1129	1.72	0.235	flgE	b1076	"flagellar biosynthesis, hook protein"	Cell processes	structural component; Surface structures	
b1077	369	536	-1.07	-0.030	423	463	-1.00	0.000	453	443	0.002672	0.002666	D19	4	1	1130	1.00	0.000	flgF	b1077	"flagellar biosynthesis, cell-proximal portion of basal-body rod"	Cell processes	structural component; Surface structures	
b1078	1085	1372	-1.27	-0.102	987	1125	-1.14	-0.057	1228	1056	0.007248	0.006357	F19	4	1	1131	1.14	0.057	flgG	b1078	"flagellar biosynthesis, cell-distal portion of basal-body rod"	Cell processes	structural component; Surface structures	
b1079	444	511	-1.02	-0.009	819	754	1.09	0.036	477	787	0.002815	0.004735	H19	4	1	1132	-1.58	-0.198	flgH	b1079	"flagellar biosynthesis, basal-body outer-membrane L (lipopolysaccharide layer) ring protein"	Cell processes	structural component; Surface structures	
b1080	17516	15985	1.10	0.040	15194	18323	-1.21	-0.081	16751	16759	0.098840	0.100898	J19	4	1	1133	-1.02	-0.009	flgI	b1080	homolog of Salmonella P-ring of flagella basal body	Cell processes	putative structure; Surface structures	
b1081	626	686	-1.10	-0.040	639	582	1.10	0.041	656	610	0.003869	0.003675	L19	4	1	1134	1.05	0.022	flgJ	b1081	flagellar biosynthesis	Cell processes	putative structure; Surface structures	
b1082	491	465	1.00	0.000	400	400	-1.00	0.000	478	400	0.002821	0.002407	N19	4	1	1135	1.00	0.000	flgK	b1082	"flagellar biosynthesis, hook-filament junction protein 1"	Cell processes	structural component; Surface structures	
b1083	765	792	-1.04	-0.015	106	559	-1.12	-0.048	779	333	0.004595	0.002002	P19	4	1	1136	1.53	0.185	flgL	b1083	flagellar biosynthesis; hook-filament junction protein	Cell processes	structural component; Surface structures	
b1084	3011	4251	-1.41	-0.150	4080	5607	-1.37	-0.138	3631	4844	0.021426	0.029161	H22	4	1	1524	-1.36	-0.134	rne	b1084	"RNase E, membrane attachment, mRNA turnover, maturation 5S RNA"	"Transcription, RNA processing and degradation"	enzyme; Degradation of RNA	
b1085	739	951	-1.29	-0.109	478	738	-1.48	-0.169	845	608	0.004987	0.003659	D10	4	2	3010	1.36	0.135	b1085	b1085	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1086	2578	2674	-1.04	-0.016	2330	2492	-1.07	-0.029	2626	2411	0.015496	0.014515	F10	4	2	3011	1.07	0.028	yceC	b1086	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1087	8667	6716	1.29	0.111	5462	5492	-1.01	-0.002	7692	5477	0.045387	0.032973	H10	4	2	3012	1.38	0.139	yceF	b1087	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1088	6886	6919	-1.00	-0.002	14562	16575	-1.14	-0.056	6903	15568	0.040730	0.093729	J10	4	2	3013	-2.30	-0.362	yceD	b1088	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1089	15661	14763	1.06	0.026	18205	16905	1.08	0.032	15212	17555	0.089760	0.105691	E19	2	2	1707	-1.18	-0.071	rpmF	b1089	50S ribosomal subunit protein L32	"Translation, post-translational modification"	"structural component; Ribosomal proteins - synthesis, modification"	
b1090	2279	1941	1.17	0.070	2961	2839	1.04	0.018	2110	2900	0.012449	0.017460	M8	2	2	2047	-1.40	-0.147	plsX	b1090	glycerolphosphate auxotrophy in plsB background	Fatty acid and phospholipid metabolism	"phenotype; Macromolecule synthesis, modification: Phospholipids"	
b1091	718	1206	-1.68	-0.225	3190	3842	-1.20	-0.081	962	3516	0.005679	0.021167	O8	2	2	2048	-3.73	-0.571	fabH	b1091	3-oxoacyl-[acyl-carrier-protein] synthase III; acetylCoA ACP transacylase	Fatty acid and phospholipid metabolism	enzyme; Fatty acid and phosphatidic acid biosynthesis	
b1092	1917	1725	1.11	0.046	4970	4793	1.04	0.016	1821	4881	0.010745	0.029387	A10	2	2	2049	-2.74	-0.437	fabD	b1092	malonyl-CoA-[acyl-carrier-protein] transacylase	Fatty acid and phospholipid metabolism	enzyme; Fatty acid and phosphatidic acid biosynthesis	
b1093	7062	5521	1.28	0.107	11001	11503	-1.05	-0.019	6291	11252	0.037122	0.067743	C10	2	2	2050	-1.82	-0.261	fabG	b1093	3-oxoacyl-[acyl-carrier-protein] reductase	Fatty acid and phospholipid metabolism	enzyme; Fatty acid and phosphatidic acid biosynthesis	
b1094	11081	16930	-1.53	-0.184	28499	31282	-1.10	-0.040	14006	29890	0.082644	0.179956	E10	2	2	2051	-2.18	-0.338	acpP	b1094	acyl carrier protein	Fatty acid and phospholipid metabolism	carrier; Fatty acid and phosphatidic acid biosynthesis	
b1095	1580	1532	1.03	0.013	5576	5921	-1.06	-0.026	1556	5748	0.009182	0.034608	G10	2	2	2052	-3.77	-0.576	fabF	b1095	3-oxoacyl-[acyl-carrier-protein] synthase II	Fatty acid and phospholipid metabolism	enzyme; Fatty acid and phosphatidic acid biosynthesis	
b1096	1255	1021	1.23	0.090	1449	1431	1.01	0.005	1138	1440	0.006714	0.008668	J3	1	2	2317	-1.29	-0.111	pabC	b1096	4-amino-4-deoxychorismate lyase	"Biosynthesis of cofactors, prosthetic groups and carriers"	"enzyme; Biosynthesis of cofactors, carriers: Folic acid"	
b1097	2123	1767	1.20	0.080	1404	1593	-1.13	-0.055	1945	1499	0.011476	0.009023	F7	2	2	2427	1.27	0.104	yceG	b1097	putative thymidylate kinase (EC 2.7.4.9)	Putative enzymes	putative enzyme; Not classified	
b1098	18610	19450	-1.05	-0.019	19255	20070	-1.04	-0.018	19030	19662	0.112288	0.118376	O20	1	2	2000	-1.05	-0.023	tmk	b1098	thymidylate kinase	Nucleotide biosynthesis and metabolism	enzyme; 2'-Deoxyribonucleotide metabolism	
b1099	598	658	-1.10	-0.041	833	835	-1.00	-0.001	628	834	0.003706	0.005022	J22	4	1	1525	-1.36	-0.132	holB	b1099	"DNA polymerase III, delta prime subunit"	"DNA replication, repair, restriction/modification"	"enzyme; DNA - replication, repair, restriction/modification"	
b1100	1541	1708	-1.11	-0.045	1691	1871	-1.11	-0.044	1624	1781	0.009585	0.010723	L10	4	2	3014	-1.12	-0.049	ycfH	b1100	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1101	598	588	1.02	0.007	409	389	1.00	0.000	593	399	0.003498	0.002404	M8	4	1	703	1.17	0.067	ptsG	b1101	"PTS system, glucose-specific IIBC component"	Transport and binding proteins	"transport; Transport of small molecules: Carbohydrates, organic acids, alcohols"	
b1102	1342	1612	-1.20	-0.080	389	301	1.00	0.000	1477	345	0.008717	0.002075	O8	4	1	704	2.91	0.463	fhuE	b1102	outer membrane receptor for ferric iron uptake	Transport and binding proteins	transport; Transport of small molecules: Cations	
b1103	1940	1773	1.09	0.039	1762	1581	1.11	0.047	1857	1672	0.010955	0.010064	N10	4	2	3015	1.09	0.037	ycfF	b1103	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1104	747	641	1.17	0.066	492	370	1.00	0.000	694	431	0.004097	0.002594	P10	4	2	3016	1.37	0.135	ycfL	b1104	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1105	4042	4257	-1.05	-0.023	2741	2766	-1.01	-0.004	4149	2754	0.024484	0.016578	B12	4	2	3017	1.48	0.169	ycfM	b1105	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b1106	11764	10790	1.09	0.038	5971	5499	1.09	0.036	11277	5735	0.066539	0.034528	E7	1	1	27	1.93	0.285	ycfN	b1106	putative beta-glucosidase (EC 3.2.1.21)	Putative enzymes	putative enzyme; Not classified	
